명칭,우편번호,관리자,전화번호,주소,위도,경도,개요, 유산구분,문의 및 안내,개장일,쉬는날,체험안내,체험가능연령,수용인원,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
최정산,42939,,,대구광역시 달성군 가창면 주리2길일대,35.7573299383,128.5946103198,"* 자연생태의 보고, 최정산<br /><br />비슬산의 주봉에서 동쪽으로 이어지는 능선이 북으로 방향을 바꾸어 올라가다 솟구쳐서 이루어진 산(889m)이다. 침엽수림과 활엽수림이 섞여 자라 혼합림을 이루고, 1천여 종의 자생식물이 자라며, 봄에는 진달래 천국을 이루고 가을에는 단풍이 온산을 물들여 대구 근교지방의 주민들에게는 매우 친근한 산이다.<br /><br />최정산의 800ｍ이상 산꼭대기에는 비교적 넓은 고위평탄면이 발달해 있다. 이 평탄면에는 과거에 구축된 산성이 있으며, 현재는 소를 사육하는 목장으로 이용되고 있고, 진달래도 피어 아름다운 경관을 자랑하고 있다. 최정산은 비슬산과 더불어 달성군의 명산으로 알려져 있다.<br /><br />삼림은 침엽수림과 활엽수림이 섞인 혼합림이 주종을 이루고 1천여 종의 자생식물이 자란다. 정상 일대 능선에는 억새풀과 진달래가 군락을 이루어 자란다. 주암산과는 능선으로 이어져 있다.<br>",,053-668-2850,,연중무휴,,,,,,,없음,없음,,
팔공산자연공원(동화사지구),41007,,,대구광역시 동구 동화사1길 1,35.9899388189,128.6961615543,"* 자연과 사찰의 조화, 팔공산자연공원(동화사지구) *<br /><br />팔공산은 대구광역시의 중심에서 북동 방향으로 약 20km 지점에 태백산맥이 남으로 힘차게 내딛다가 낙동강과 금호강이 만나는 곳에 우뚝 멈추어 장엄하게 솟은 산으로 해발 1192.3m의 비로봉을 중심으로 동봉(일명:미타봉 1,155m)과 서봉(일명:삼성봉 1,150m)이 어깨를 나란히 웅자를 겨루고 있으며 행정구역으로는 대구광역시 동구에 속하고 영천시, 경산시, 칠곡군, 등 4개 시.군을 경계로 총면적이 30.593㎢이다. 팔공산은 신라시대에는 부악(父岳), 중악(中岳) 또는 공산(公山)이라 했으며, 고려시대에는 “공산”이라고 하다가 조선시대에 들어 지금의 팔공산이라는 이름으로 불리고 있다. 또한, 이곳은 불교 문화의 중심지로서, 대한불교 조계종 제9교구 본사인 동화사를 비롯한 수많은 사찰이 산재해 있으며 많은 기암과 계곡이 있어 봄에는 진달래 영산홍이 피고 여름에는 울창한 숲과 맑은 물이 흐르고 가을은 아름다운 단풍거리가 순환도로를 따라 16.3km에 걸쳐 전개되어 진풍경을 연출하고 있으며, 겨울은 설경과 설화가 아름답게 조화를 이루는 곳으로, 팔공산은 연중 볼거리가 풍부하여 탐방객이 끊이지 않는 명산이다.<br /><br />* 동화사에 대하여 *<br /><br />동화사는 <조선사찰사료>에 493년(신라 소지왕 15년)에 극달(極達) 스님이 창건하여 유가사(瑜伽寺)라 부르다가 832년(흥덕왕 7년) 심지(心地)대사가 중창할 때 겨울철이었는데도 절 주위에 오동나무 꽃이 만발하여 그때부터 동화사(桐華寺)로 고쳐 불렀다고 한다. <삼국유사>에는 진표율사의 사상을 계승한 심지(心地)스님이 팔공산에 와서 절을 세우니 곧 동화사 첨당(籤堂) 북쪽의 우물이 있는 곳이라는 기록이 있다. 현존하는 건물은 대부분 영조때 세운 것으로, 대웅전을 비롯하여 연경전.천태각.영산전.봉서루.심검당.응향각 등이 있으며, 이 절에 딸려있는 암자로는 금당암.비로암. 내원암.부도암.양진암.염불암 등이 있다. 이 절에는 6점의 보물을 비롯하여 1992년에 완성된 통일약사여래대불 등 많은 문화유산이 있다. 이 절은 대한불교 조계종 제9교구 본사이다.<br><br>* 등산코스<br>
- 동봉등산로 (약 4km) : 매표소~동화사~부도암~염불암~동봉<br>
- 염불암 등산로 (약 3.5km) : 매표소~동화사~부도암~염불암~염불봉~동봉<br>
- 동화사 등산로 (약 4.1km) : 매표소~동화사~종주등산로58번~동봉<br>
- 폭포골 등산로 (약 3.1km) : 매표소~동화사~약수암~폭포골~신령재<br>",,053-939-0080,,연중무휴,,,,,,동화지구 주차장,불가,불가,,"등산로:<strong>동화사 코스 ① </strong>:매표소 - 동화사 - 부도암 - 염불암 - 동봉 - 서봉<br />
<strong>동화사 코스 ②</strong> : 매표소 - 동화사 - 내원암 - 염불봉 - 동봉<br />
<strong>동화사 코스 ③</strong> : 매표소 - 동화사 - 약수암 - 폭포골 - 신령재
입산통제 기간:산불예방, 자연경관유지, 자연환경보전 및 그 밖에 산림보호를 위하여 입산통제 지정<br />
봄철 : 02.15 ∼ 05.15. <br />
가을철 : 11.01 ∼ 12.15<br />
※ 사정에 따라 연장될 수도 있음 
이용가능시설:동화집단시설지구,동화야영장,대구시민안전테마파크,동화사 등
화장실:있음
한국어 안내서비스:문화관광해설사<br />
- 동화사 근무 / 053-985-6406 / (2월~11월) 근무<br />
- 단체관광객(10인 이상)의 경우는 사전에 문화관광해설사 안내신청을 하시면 예약가능<br />
- 예약안내) 관광문화재과 : 053-803-3901
"
팔공산온천관광호텔(온천),41007,,,대구광역시 동구 팔공산로185길 11,35.9909719627,128.6922396491,"팔공산 주봉인 비로봉 남동쪽 계곡부(동화사 집단 시설지구 내)에서 온천수가 발견되었다. 팔공산 화강암을 기반암으로 지하 687.04m에서 용출되는 28.9℃의 온천수는 염화나트륨(Na-CI) 성분이 우세한 양질의 약 알칼리성(PH 8.0) 온천수이다. 팔공산 온천은 온천수가 가지는 주요 성분이 다량 함유된 가운데 염화나트륨 성분이 우세한 양질의 약 알칼리성 온천수로 신진대사촉진, 소화기 질환, 비뇨기질환, 호흡기, 생식기, 순환기, 신경통, 빈혈, 피부미용, 화상, 창상, 통풍, 요통, 류마티스, 고혈압, 동맥경화, 담도계 질환, 당뇨질환, 비만, 피로, 만성습진, 쾌변, 해독, 골다공증 예방 등에 좋은 효과를 얻을 수 있다. 팔공산 온천은 노천온천, 대욕장, 보석찜질방, 산소방, 다이유진 원적외선 토굴기치료방 등 다양한 온천 시설을 갖추고 있기 때문에 개인의 취향에 따라 온천을 선택할 수 있다. 또한, 연회장, 한양식당, 커피숍, 노래방, 온돌휴게실, 족구장, 축구장, 편의점 등의 부대시설을 갖추고 있다.<br>",,053-985-8080,,연중무휴,,,,,"[온천] 06:00~21:00(연중무휴)<br />
[객실] 체크인 -  오후3시 / 체크아웃 -  익일 오전 11시",있음,불가,불가,,"입 장 료:※ 요금은 전화문의 요망
주차요금:무료
화장실:있음
한국어 안내서비스:가능
"
대구향교,41962,,,대구광역시 중구 명륜로 112(남산동),35.8597517110,128.5959906893,"향교는 지방에 설립한 국립교육기관으로서，성현의 위패를 모시고 제사를 지내는 기능과 학생을 교육하는 강학 기능을 동시에 담당하였다. 1400년에 불타자 곧 재건하였고 임진왜란 때 다시 소실되어 1599년(선조 32) 현재의 달성공원 부근에 재건하였다. 1605년 교동으로 이건하여 명륜당을 중건하였으며, 1932년 현 위치로 이건하였다. 현존하는 건물로는 대성전·명륜당·동재(東齋)·서재(西齋)·문묘·삼문 등이 있으며, 향교 내에는 대구성(大邱城)의 축성 및 유래를 기록한 축성비(築城碑)와 수성비(修城碑), 경상도관찰사·판관·군수 등을 지냈던 사람들의 불망비(不忘碑)·송덕비 등이 있다. 조선시대에는 국가로부터 토지와 전적·노비 등을 지급받아 교관이 정원 30인의 교생을 가르쳤으나, 갑오개혁 이후 신학제 실시에 따라 교육적 기능은 없어지고 봄·가을에 석전(釋奠)을 봉행하며 초하루·보름에 분향을 하고 있다.<br>",,053-422-8700,,,,,,,,주차장 협소(대중교통 이용),없음,불가,,"이용가능시설:대성전, 동무서무, 내삼문, 동소문, 명륜당, 동재서재, 양사재, 유림회관, 외삼문, 낙육재
"
대구수목원,42829,,,대구광역시 달서구 화암로 342(대곡동),35.8007431029,128.5200295717,"74,000여 평의 부지에 1986년부터 1990년까지 대구 시민의 생활 쓰레기 410만 톤을 매립한 장소로서 이곳의 환경문제를 해결하기 위하여 1996년부터 1997년까지 150만㎥의 건설 잔토를 6~7m로 복토한 후 2002년 5월까지 수목원을 조성함으로 생태를 복원한 사례이다. 대구수목원은 침엽수원, 활엽수원, 화목원, 야생초화원, 약용식물원, 염료원 등 21개소의 다양한 원을 구성하여 400여 종 6만 그루의 나무와 1,100개 화단에 800여 종 13만 포기의 초화류를 식재하였고, 40종 300여 점의 분재와 200종 2,000점의 선인장과 더불어 300여 점의 수석도 전시하였다. 총 1,750여 종의 식물이 전시되어 있고 25개의 테마 정원으로 구성되어 있으며, 도심에서 가까운 도시형 수목원으로 관찰, 견학, 학습 탐구, 휴식에 대구 시민의 사랑을 받고 있다.

대구수목원에서는 어린이와 청소년 대상 체험교실을 운영하고 있다. 어린이 자연학교는 여름방학 기간 중에 운영된다. 청소년 그린스쿨은 초·중·고등학생을 대상으로 운영되는 프로그램이다. 이외에 조경 교육지도자 교육 등 다양한 식물 관련 교육 행사가 개최된다. 그리고 수목원 인근에는 앞산과 두류 공원이 위치하고 있으며, 대구에는 팔공산과 비슬산이 자리하고 있어 양대 명산을 관광 및 등산하는 방문객들은 대구수목원을 연계하여 관광코스 및 휴식공간으로 활용하고 있다.",,053-803-7270,,"- 수목원 : 연중무휴<br/>※ 단 월요일은 일부시설의 이용제한 있음<BR>- 산림문화전시관 : 매주 월요일, 설날·추석 연휴","식물교양강좌, 어린이 여름자연학교, 천연염색 체험 프로그램, 조경수목관리교육, 수목원 자연해설, 전시관 자연해설, 체험학습실",,,상시,"1~4월, 9~12월 09:00~18:00<br />
5~8월 08:00~19:00<br />*매주 월요일 정비로 인해 일부 시설 견학 제한",있음,없음,불가,,"이용가능시설:수목원, 삼림문화전시관
주차요금:무료
입 장 료:무료
화장실:있음
"
군위 팔공산능금마을,39065,,,대구광역시 군위군 부계면 동산2길 37,36.0480425511,128.6535386794,"가을 단풍과 계곡을 따라 흐르는 맑은물을 연상시키는 군위 팔공산능금마을은 팔공산을 사이에 두고 대구시와 연접하고 있으며, 군위군 부계면의 동편과 경북의 명산 서편 끝자락에 위치한 마을로 왼편으로는 반딧불이가 서식할 정도로 맑은 물로 유명한 동산계곡이 흐르고 있고  마을전체를 과수원이 감싸고 있어 가을이 되면 짙은 단풍과 맑은 물, 사과 향기가 어우러져 농촌의 정취에 흠뻑 젖을 수 있으며 마을 1km 이내에 군위삼존석불, 대율리 전통마을  등군위군을 대표하는 주요 문화재가 산재하여 있는 깨끗한 농촌경관과 유구한 전통문화가 살아 숨쉬는 유서 깊은 마을이다.<br>",,054-382-4667,,,"[봄] 봄나물 채취, 사과꽃 따기, 꿀 따기, 손두부 만들기, 쑥 인절미 만들기<br />
[여름] 감자 캐기, 옥수수 따기, 손두부 만들기, 떡 만들기<br />
[가을] 사과 따기, 고구마 캐기, 산수유 따기, 손두부 만들기, 창작 송편 만들기 등<br />
[겨울] 윷놀이, 짚으로 계란꾸러미·새끼 꼬기 만들기, 눈사람 만들기, 눈싸움 등<br />
※ 체험은 계절 및 마을 사정에 따라 변동 가능",,,,,주차 가능,없음,불가,,"이용가능시설:숙박시설
입 장 료:없음
화장실:있음
내국인 예약안내:전화 예약
"
이월드,42666,,,대구광역시 달서구 두류공원로 200(두류동),35.8548822436,128.5648324581,"* 유럽식 도시공원, 이월드(구 우방타워랜드)<br /><br />이월드는 1987년 10월 타워건립 및 종합테마파크 조성공사 재 착공을 시작으로 1993년 종합 테마파크 마스트플랜을 확정한 후 1995년 3월 개장한 폭포, 분수, 조명, 꽃으로 장식된 유럽식 도시공원으로 남녀노소 누구나 즐길 수 있는 놀이기구, 전시. 예술공간, 깔끔한 식당가 등이 마련되어 있다. 이월드에는 각 테마별로 광장을 만들어 방문객으로 하여금 새로움과 즐거움을 선사하고 있다. 매표소를 거쳐 들어서는 입구에 진입광장, 랜드의 중앙에 위치한 중앙광장, 어린이들의 놀이터 어린이광장, 젊은이들을 위한 공간이 영타운광장 등이 대표적인 광장이다.<br /><br />* 83타워(구 우방타워)개괄 현황<br /><br />83타워랜드에는 전망대, 디지털 체험관, 기획전시관 등의 교양시설과, 어린이 놀이시설, 오락실 등의 놀이시설이 조성되어 있다. 그리고 랜드 내에 회전레스토랑, 스카이라운지 등 5개의 식음시설이 들어서 있어 다양한 먹거리를 제공하고 있다.<br>",,이월드 053-620-0001,,연중무휴,,,,,"10:30~22:00<br />
※ 이용시간은 변경될 수 있으니 홈페이지 참조 요망","* 주차장 3개소 (총 2,500여대 동시수용)<br /> 
- 장애인 전용 주차장",없음,불가,,"입 장 료:* 종일 자유이용권 : 어른 49,000원 / 청소년 44,000원 / 어린이 39,000원<br />
※ 이월드 입장권혜택 + 놀이기구 이용 + 83타워 매직아트 이용 + 아이스링크 주중할인혜택<br />
<br />
* 야간 자유이용권 : 어른 35,000원 / 청소년 33,000원 / 어린이 33,000원<br />
* 35개월 이하 어린이 무료입장 (83케이블카,회전목마 무료이용)
※ 종일 자유이용권 혜택 + 별빛축제 관람<br />
※ 야간 자유이용권은 17:00 ~ 폐장시간까지 적용<br />
※ 주중,주말,공휴일 구분없이 동일 적용<br />
※ 야간자유이용권은 타 할인혜택과 중복사용 불가<br />
※ 입장권은 야간할인적용 불가<br />
※ 83타워 전망대 별도 이용요금 지불
이용가능시설:* 판타지월드 : 만남의광장, 하트광장, 스카이웨이, 트램, 고스트어드벤쳐, 후룸라이드, 알라딘<br />
* 매직월드 : 개구리점프, 매직열차, 날으는 코끼리, 미니바이킹, 미니카레이싱, 스위티컵, 코코몽비행선, 닌자거북이, 코코몽관람차, 회전목마, 안데르센하우스<br />
* 어드벤처월드 : 범퍼카, 제트레이스, 부메랑, 뮤직익스프레스, 탑스핀, 카멜백, 라이온즈 코인야구장, 동물농장<br />
* 다이나믹월드 : 바이킹, 탬버린, 벌룬레이스, 레인저, 허리케인, 스카이싸이클, 메가스윙360, 에어레이스
주차요금:일반 3,000원 / 연간회원 2,000원<br />
※83타워 주차는 매장별 상이하니 이용매장에서 확인필요
화장실:있음
"
한밤마을,39065,,,대구광역시 군위군 부계면 한티로 2137-3(부계면),36.0593162984,128.6549493486,"군위군 부계면 한밤마을은 신라시대인 950년경 홍란이라는 선비가 이 마을로 이주하면서 부계 홍 씨 일족이 번창하였으며, 고려 때까지는 일야 혹은 대야로 불리었으나, 1390년 문과에 오른 홍로라는 선비에 의해 대율로 개칭되었다. 팔공산이 북쪽 자락에 위치해 있어 사방으로 경치가 대단히 수려하며 마을 전체의 집들이 북향으로 배치되어 있는 점이 특징적이다. 마을의 주택은 대부분 전통 한옥 구조로 그 대부분이 초가지붕으로 되어 있던 것을 1970년대에 슬레이트 지붕으로 개량하긴 하였으나, 유형문화재 ‘군위 대율리 대청’ 등의 지정문화재를 위시한 일부 가옥들은 전통 마을로서의 가치를 더해 주고 있다. 마을의 담장은 대부분 돌담으로 경오(1930) 년 대홍수로 떠내려 온 돌들을 이용하여 축조하였다고 전해진다. 축조방법은 막돌 허튼 층 쌓기로 하부가 넓고 상부가 다소 좁은 형태로 넓은 곳은 1m 이상인 경우도 있다. 전체적으로 이 지역에서 채집된 강돌로 자연스럽게 축조된 돌담은 전통가옥들과 잘 조화를 이루고 있고 곡선형의 매우 예스러운 골목길의 정취를 자아내고 있으며 보존 또한 잘 되어 있다.<br />

* 담장형태 - 토담길이 약 1,600m의 돌담, 토석담(1930년의 대홍수로 떠내려온 돌을 사용)<br />
* 문화재 - 대율리석불입상 (보물) 등 3건",,054-383-0061,,,,,,,,,없음,없음,,"입 장 료:무료
"
망우당공원,41179,,,대구광역시 동구 효목동),35.8773536112,128.6563904344,"* 곽재우 장군을 기리는 공원, 망우당공원 *<br /><br />대구의 동쪽 관문에 자리 잡은 공원으로, 임진왜란 때의 의병장 망우당 곽재우 장군의 공을 기념하기 위해 ""망우당공원""이라 하였다. 임진왜란이 일어나자 곽재우 장군은 전국 최초로 의병을 일으켰으며 신출귀몰한 전략을 펴 큰 공을 세웠다. 당시 장군은 붉은 복장에 백마를 탄 모습으로 전장에 나타나곤 해서 홍의장군이라는 별명을 얻었다. 공원 내에는 말을 타고 장검을 찬 곽재우 장군의 동상이 세워져 있으며, 동상 가까이에 망우당 기념관을 지어 장군의 유품을 보관해 두고 있다. 망우당공원에 들어서면 하얀 성벽 위로 번듯한 누각 하나가 맨 먼저 눈에 띈다. 영남제일관이다. 영남제일관은 조선시대에 축조된 대구읍성의 남문으로서, 일제 강점기 때 철거된 것을 1980년에 옛 모습을 찾아 이곳에 중건해 놓았다. 대구독립운동의 대표적 유적지인 조양회관도 공원 내에 있다. 조양회관은 3.1운동 이후 일본의 식민지정책으로 회유되기 쉬운 민중을 깨우치고 민족혼을 심기 위해 청년들을 대상으로 민족의식을 일깨우던 공간으로 1922년 10월 서상일(제헌국회의원)이 중구 대신동에 건립한 것을 1984년 6월 9일 망우당공원 내에 이전 복원하였다. 공원 사방으로는 백일홍, 목련, 은사시나무 등이 동산을 이루고, 뒤쪽 절벽 아래로는 금호강이 흐르고 있다.<br /><br />* 독립운동의 산실, 조양회관 *<br /><br />이 지방 독립운동의 산실이었던 조양회관은 1922년에 붉은 벽돌로 지은 2층 건물로, 일제강점기에 청년들의 민족의식을 일깨우던 공간으로 이용되었다. 조양(朝陽)이라는 이름에는 '조선의 빛'이라는 뜻이 담겨 있다. 이 회관에는 독립운동과 항일투쟁사에 관한 각종 사진과 유품이 전시되어 있다.<br>",,053-662-2861,,연중무휴,,,,,,주차 가능,없음,없음,,"이용가능시설:망우당 기념관, 곽재우 장군 동상, 영남제일관, 조양회관
화장실:있음
입 장 료:무료
"
대견사,42991,,,대구광역시 달성군 유가읍 일연선사길 177,35.6963245306,128.5296843807,"대견사는 설악산의 봉정암, 지리산의 법계사와 더불어 1,000m 이상에 자리 잡은 사찰 중 한 곳이다. 유가면 용리 산 1-2번지에 위치하고 있으며, 삼층석탑, 석축, 우물, 마애불 등만 남아 있던 절터에 부지면적 3,633㎡, 건축면적 186㎡로 총 50억 원의 동화사 예산을 들여 대웅전 64.17㎡, 선당 58.32㎡, 종무소 58.32㎡, 산신각 5.04㎡ 등의 4동 규모로 2014년 3월 1일에 준공된 건물이다. 일연 스님이 1227년 22세의 나이로 승과에 장원급제 하여 초임 주지로 온 이래, 22년간을 주석한 곳으로 삼국유사 자료수집 및 집필을 구상한 사찰로 유명하다. 일제강점기 때 조선총독부에 의해 일본의 기를 꺾는다는 이유 강제 폐사된 후 100여 년만인 2014년 3월 1일 달성군에 의해 중창되어 민족문화유산을 재현하고 민족정기를 바로 세우고 있다. 대견사에는 불상이 아닌 부처님의 진신사리가 모셔져있어 적멸보궁이라 한다. 대견사에 봉안한 진신사리는 2013년 11월 동화사가 스리랑카 쿠루쿠데사원에서 모시던 부처님 진신사리 1과를 기증받아 이운한 것이다. 이 진신사리는 서기 103년부터 스리랑카 도와사원에서 보관해오다 1881년부터 쿠루쿠데 사원에 모셔진 사리 4과중 하나다.",,053-746-0020,,,,,,,,,없음,없음,,
구암팜스테이마을,41013,,,대구광역시 동구 구암길 38,35.9527537859,128.6769031848,"* 전원주택형 체험 마을, 구암마을 *<br /><br />대구시 구암마을은 도시와 인접해 찾기 쉬울 뿐 아니라 문화시설이 잘 갖춰진 전원주택형 마을이다. 아홉 개의 바위가 거북의 등을 닮았다 해서 구암이라 불리게 되었다.<br /><br />* 구암마을의 농산물 체취체험 *<br /><br />팔공산 자락을 휘감아 도는 순환도로 변에 벚꽃이 만개할 때 즈음, 이 곳 농사 체험은 본격적으로 시작된다. 각종 채소류의 씨뿌리기가 시작되고 무엇보다 사과나무 과실을 골라내는 적과가 시작돼 이를 체험할 수 있다.사과는 물론 포도, 복숭아, 밤 등의 과실이 풍부하고 콩 뽑기와 벼 베기가 이루어지기 때문이다.사과나 밤 따기는 이미 인근 유치원생들이 즐겨 체험할 정도라 한다. 또, 팜스테이 활성화를 위해 농협에서는 주말농장도 운영하고 있는데 상추나 고추 등의 채소류를 직접 키우고 맛도 볼 수 있다.<br>",,053-984-5273,,연중무휴,"* 수확 체험<br />
딸기따기, 매실따기, 방울토마토 따기, 감자캐기, 단감따기, 고구마캐기, 사과따기, 밤줍기<br />
<br />
* 식(食) 체험<br />
두부/칼국수/인절미/송편/수제비/김치/화덕피자/엿 만들기, 고구마 구워먹기, 추억의 국화빵 만들기, 쨈/효소/양갱 만들기, 전통한과 만들기 등<br /><br />
* 생태 체험<br />
야생화 심기, 고추모종 심기, 모심기, 미꾸라지 잡기, 논수서 생태체험, 구암 논길/꽃길 걷기 등 <br />
<br />
* 놀이 체험<br />
트렉터 타기, 팽이줄 염색&팽이치기, 물총쏘기, 활쏘기 등<br />
<br />
* 공예체험<br />
천연 염색, 비누만들기, 한지공예, 동판공예, 솔방울 가습기, 문패만들기 등<br />
<br />
※ 체험은 마을 사정에 따라 변동가능",,,,,주차 가능,불가,가능,,"화장실:있음
이용가능시설:숙박시설
내국인 예약안내:전화 예약 및 홈페이지 예약<br />
※ 예약제로 운영되오니 방문 전 사전예약 필수
"
소재사(대구),42991,,,대구광역시 달성군 유가면 휴양림길 228,35.6915636097,128.5107111811,"* 고색창연한 아름다움이 있는 사찰, 소재사 *<br /><br />대구 광역시 비슬산 중턱에 자리 잡고 있는 소재사 대한불교조계종 제9교구 본사인 동화사의 말사이다. 신라 때 창건되었다고 추정된다.1358년(고려 공민왕 7) 진보(眞寶)가 중창한 뒤 1457년(조선 세조 3) 활륜(活輪),1510년(중종 5) 외암(外巖)이 각각 중건하고 1857년(철종 8)에 법로(法盧)가 중수한 바 있다. 건물로는 대웅전과 명부전·요사채 등이 있다. 이 중 대웅전은 1978년에 보수했고 명부전은 근래에 허물어져 다시 중수하였다. 재앙을 없앤다는 의미의 절 이름은 창건 당시 이름인지도 알 수는 없으나, 대략 신라 시대에 창건된 것으로 전해지고 있다. 기록이 남아 있는 부분은 고려 공민왕 7년(1358)에 진보법사가 중창을 하면서부터이다. 고색창연한 소재사의 대웅전과 함께 채색되어있는 관음/지장보살 벽화, 명부전의 지장보살상, 남아 있는 부도3기 (1기는 최근 수해로유실)는 소재사에서 빠뜨리지 말고 보아야 할 것들이다.<br /><br />* 소재사의 유물 *<br /><br />유물로는 절 뒤편에 있는 달성용봉동석불입상이 유명하다. 화강암에 조각한 불상으로 약사불로 추정된다. 높이 2.8m이며, 대구광역시 유형문화재로 지정되었다. 조각 수법으로 보아 통일신라시대 작품으로 보인다. 절 근처에는 피부병에 효험이 있다는 약수가 솟아나는데, 샘의 물 표면에 금가루 같은 작은 먼지가 떠 있어 금물정[金水井]이라고 부른다. 한편 이 절이 들어선 비슬산은 산 정상의 바위 모습이 마치 신선이 거문고를 타는 형상이라고 해서 붙여진 이름이다. 신라 때에는 포산(包山)이라고 불렀으며, 예로부터 정성대왕(靜聖大王)이라는 산신이 사는 성지로 알려져 있다.",,053-614-6637,,연중무휴,,,,,,휴양림 주차장 이용,불가,불가,,"화장실:있음
외국어 안내서비스:불가
"
예연서원,42992,,,대구광역시 달성군 유가읍 구례길 123,35.6557585794,128.4700907360,"임진왜란 때 의병장으로 활동했던 곽재우(郭再祐)의 충절을 추모하기 위해 세운 서원이다. 1618년(광해군10)에 ‘충현사’로 처음 세웠고 1674년(현종15)에 규모를 확장하여 서원의 모습을 갖추었다. 1677년(숙종3) 나라에서 인정한 사액서원으로 ‘예연’이라는 이름을 받았다. 흥선대원군의 서원철폐령으로 1868년(고종5)에 폐쇄된 것을 1872년(고종9)에 경의당(景義堂)을 건립하였고, 다시 한국전쟁으로 완전히 소실된 것을 1977년 강당·삼문(三門)을 복원하고 1984년 사당을 복원하면서 현재의 모습을 갖추게 되었다. 이때 곽재우와 곽준의 신도비(神道碑)와 비각(碑閣)을 다시 세웠는데, 이 비(碑)는 국가적으로 어려운 일이 있을 때마다 땀이 흐른다고 하여 ‘땀나는 신도비’라고도 한다. 현재는 곽재우의 재종숙으로 정유재란 때 공을 세운 곽준의 위패를 추가로 모시고 있다. 해마다 3월과 9월에 제사를 지낸다. 경내에는 나라에 어려운 일이 있을 때 마다 땀을 흘린다는 비석이 있어 흥미롭다.",,053-668-3162,,,추계향사(제사 및 의식),,,,,,불가,불가,,
현풍석빙고(상리석빙고),42997,,,대구광역시 달성군 현풍읍 상리1길 36,35.6979090105,128.4502913221,"달성군 현풍면사무소에서 약 300미터 떨어져 있는 곳에 위치한 현풍석빙고는 '상리석빙고'라고도 불린다. 만들어진 시기에 대해서는 여러 가지 설이 있으나 확실하지 않고, 1982년 보수공사 때 '崇禎紀元後二庚戌十一月(숭정기원후2경술11월)'이라고 쓰인 건성비가 발견되어 1730년(영조 6)에 만들어졌다고 보여진다. 규모는 그다지 크지 않지만 1738년에 만들어진 경주 석빙고와 안동 석빙고(1737∼1740), 창녕 석빙고(1742) 보다 축조연대가 앞선다.석빙고 입구는 바로 산이고 앞쪽에는 '치마거랑'이란 이름의 시내가 흐르는데 그 옛날, 계곡의 물이 얼게 되면 계곡의 얼음을 떠다가 이곳에 보관했다고 한다. 빙실 길이는 9m, 너비5m, 높이 6m로 남북으로 길게 축조되어 있으며 내부 천정과 벽은 모두 화강암이다. 입구에는 돌을 다듬어 네모난 문틀을 만들고 외부공기를 막기 위하여 강돌로 뒷벽을 채웠으며, 외부에는 돌을 쌓고 점토로 다진 후 흙을 쌓아올려 외형은 마치 거대한 고분처럼 보인다. <br /><br />* 알면 힘이 되는 석빙고 제작 방식 *<br /><br />남북으로 길게 축조되어 있으며, 출입구가 개울을 등진 능선쪽에 마련된 남향구조이다. 돌의 재질은 모두 화강암으로 외부에서 보면 고분처럼 보인다. 입구는 길쭉한 돌을 다듬어 사각의 문틀을 만든 후 외부공기를 막기 위해 돌로 뒷벽을 채웠다. 외부는 돌을 쌓고 점토로 다져서 흙을 쌓아 올렸다. 잘 다듬어진 돌로 벽과 천장을 쌓았는데 천장에는 무지개 모양의 홍예(虹霓)를 4개 틀어올리고 그 사이사이에 길고 큰 돌을 얹어 아치형을 이루게 하였다. 석빙고의 천장에는 환기구가 설치되어 있는데, 바깥에서 비가 스며들지 않게 뚜껑으로 덮고 있다. 경주의 석빙고는 3개의 환기구를 가지고 있으나, 이곳 현풍석빙고에는 2개의 환기구가 설치되었고, 빗물에 대비한 뚜껑이 있다. 바닥은 평평한 돌을 깔고 중앙에 배수구를 두었다. 입구는 북쪽을 향하며,화강석을 직사각형으로 연석(鍊石)하여 4개의 홍예(虹霓)를 틀어올리고,홍예 사이에는 직사각의 판석을 걸쳐 천장과 측벽(側壁)을 만들었다. 입구는 장대석으로 틀을 만들고 자연석으로 나머지 벽을 쌓아올렸으며, 후벽은 잡석만으로 두꺼운 벽을 만들었다. 외형은 적석과 점토로 마치 고분처럼 둥글게 뒤덮었으며, 구조형식은 청도 ·창녕 ·경주 ·안동 등에 있는 석빙고와 같은 형식이다.<br>",,대구 달성군 관광과 053-668-2481~3,,,,,,,,,없음,불가,,
